Track name, Artist name, Album, Playlist name, Type
How to play I Kissed A Girl by Katy Perry | Easy Guitar Lesson,Thats All Right Mama by Elvis Presley | Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play Rise by Gabrielle | Easy Guitar,Killing Me Softly With His Song | Easy Guitar,,Easy Beginner Songs,Playlist track
Realize by Colbie Caillat | Easy Guitar,How to play Teenage Kicks by The Undertones | Easy Guitar,,Easy Beginner Songs,Playlist track
Black Horse and the Cherry Tree by KT Tunstall | Easy Guitar,How to play I Want To Hold Your Hand by The Beatles on guitar,,Easy Beginner Songs,Playlist track
How to play Razor Love by Neil Young | Guitar Lesson,Hand In My Pocket by Alanis Morissette | Easy Guitar,,Easy Beginner Songs,Playlist track
Buffalo Springfield Again by Neil Young | Easy Guitar Lesson,How to play Angels by Robbie Williams | Easy Guitar,,Easy Beginner Songs,Playlist track
How to play The Passenger by Iggy Pop | Easy Guitar Lesson,In Bloom by Nirvana | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play Sing by Travis | Easy Guitar Lesson,How to play Teardrops On My Guitar by Taylor Swift | Easy Lesson,,Easy Beginner Songs,Playlist track
I Gotta Feeling by The Black Eyed Peas | Easy Guitar,How to play I Kissed A Girl by Katy Perry | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play The Cave by Mumford & Sons | Easy Guitar,How to play Rise by Gabrielle | Easy Guitar,,Easy Beginner Songs,Playlist track
Dont Panic by Coldplay | Acoustic Guitar Lesson,Realize by Colbie Caillat | Easy Guitar,,Easy Beginner Songs,Playlist track
The Heart Of Saturday Night - Tom Waits | Easy Guitar Lesson,Black Horse and the Cherry Tree by KT Tunstall | Easy Guitar,,Easy Beginner Songs,Playlist track
Hold On Easy Guitar Lesson | Tom Waits,How to play Razor Love by Neil Young | Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play The A Team by Ed Sheeran + Mini Guitar Cover,Buffalo Springfield Again by Neil Young | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play Im A Believer by The Monkees on guitar,How to play The Passenger by Iggy Pop | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Way Over Yonder In The Minor Key | Easy Guitar,How to play Sing by Travis | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
How to play Dakota on guitar - Easy Stereophonics Lesson,I Gotta Feeling by The Black Eyed Peas | Easy Guitar,,Easy Beginner Songs,Playlist track
Mad World Easy Guitar Lesson | Gary Jules,How to play The Cave by Mumford & Sons | Easy Guitar,,Easy Beginner Songs,Playlist track
Love Is All Around by Wet Wet Wet | Easy Guitar,Dont Panic by Coldplay | Acoustic Guitar Lesson,,Easy Beginner Songs,Playlist track
Whats Up by 4 Non Blondes | Easy Guitar Lesson,How to play Lego House by Ed Sheeran | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Hound Dog Easy Guitar Lesson | Elvis Presley,I Cant Help Falling In Love With You by Elvis | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Substitute by The Who | Easy Guitar Lesson,How to play Where Did You Sleep Last Night by Nirvana,,Easy Beginner Songs,Playlist track
I Walk The Line by Johnny Cash | Easy 3-Chord Song Lesson,The Heart Of Saturday Night - Tom Waits | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Lay Down Sally Lesson - Easy Eric Clapton Songs On Guitar!,Hold On Easy Guitar Lesson | Tom Waits,,Easy Beginner Songs,Playlist track
Baby One More Time Easy Pop Guitar Lesson | Britney Spears,How to play The A Team by Ed Sheeran + Mini Guitar Cover,,Easy Beginner Songs,Playlist track
Hallelujah by Leonard Cohen | Easy Guitar Lesson,How to play Im A Believer by The Monkees on guitar,,Easy Beginner Songs,Playlist track
Lucky Man by The Verve | Easy Guitar,Way Over Yonder In The Minor Key | Easy Guitar,,Easy Beginner Songs,Playlist track
How To Save A Life Easy Guitar Lesson | The Fray,How to play Wild Wood by Paul Weller | Easy Guitar,,Easy Beginner Songs,Playlist track
Love Me Do Easy Guitar Lesson | The Beatles,How to play Dakota on guitar - Easy Stereophonics Lesson,,Easy Beginner Songs,Playlist track
Thatll Be The Day by Buddy Holly | Easy Guitar Lesson,Mad World Easy Guitar Lesson | Gary Jules,,Easy Beginner Songs,Playlist track
How to play Have a Nice Day - Stereophonics | Easy Guitar Lesson,Love Is All Around by Wet Wet Wet | Easy Guitar,,Easy Beginner Songs,Playlist track
Imagine by John Lennon | Easy Guitar Lesson,Whats Up by 4 Non Blondes | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
A Girl Like You  Easy Guitar Lesson | Edwyn Collins,Hound Dog Easy Guitar Lesson | Elvis Presley,,Easy Beginner Songs,Playlist track
This Years Love Easy Guitar Lesson | David Gray,Substitute by The Who | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Folsom Prison Blues Easy Guitar Lesson | Johnny Cash,I Walk The Line by Johnny Cash | Easy 3-Chord Song Lesson,,Easy Beginner Songs,Playlist track
Live Forever by Oasis | Easy Guitar Lesson,Lay Down Sally Lesson - Easy Eric Clapton Songs On Guitar!,,Easy Beginner Songs,Playlist track
Let It Be Easy Guitar Lesson The Beatles,Baby One More Time Easy Pop Guitar Lesson | Britney Spears,,Easy Beginner Songs,Playlist track
California Dreamin by The Mamas & The Papas | Easy Guitar,Hallelujah by Leonard Cohen | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Louie Louie Easy Guitar Lesson | The Kingsmen,Lucky Man by The Verve | Easy Guitar,,Easy Beginner Songs,Playlist track
How to play Yellow Submarine by The Beatles on guitar,Stuck In The Middle With You | Easy Guitar Lesson - Stealers Wheels,,Easy Beginner Songs,Playlist track
How to play The Gambler by Kenny Rogers on guitar,How To Save A Life Easy Guitar Lesson | The Fray,,Easy Beginner Songs,Playlist track
Fields Of Gold Easy Guitar Lesson | Sting,Love Me Do Easy Guitar Lesson | The Beatles,,Easy Beginner Songs,Playlist track
Going Down Slow - Blues Standard | Easy Guitar Lesson,Thatll Be The Day by Buddy Holly | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Wild Thing Easy Guitar Chords | The Troggs,How to play Have a Nice Day - Stereophonics | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Back To December by Taylor Swift | Easy Guitar Lesson,Imagine by John Lennon | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
You're Beautiful by James Blunt | Easy Guitar,A Girl Like You  Easy Guitar Lesson | Edwyn Collins,,Easy Beginner Songs,Playlist track
Wanted Dead or Alive by Bon Jovi | Easy Guitar Lesson,This Years Love Easy Guitar Lesson | David Gray,,Easy Beginner Songs,Playlist track
Brown Eyed Girl Guitar Lesson | Van Morrison,Folsom Prison Blues Easy Guitar Lesson | Johnny Cash,,Easy Beginner Songs,Playlist track
How to play Common People by Pulp | Easy Guitar Lesson,Live Forever by Oasis | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Redemption Song by Bob Marley | Easy Guitar Lesson,Let It Be Easy Guitar Lesson The Beatles,,Easy Beginner Songs,Playlist track
Hurt by Johnny Cash | Easy Guitar Lesson,California Dreamin by The Mamas & The Papas | Easy Guitar,,Easy Beginner Songs,Playlist track
How to play Harvest by Neil Young | Easy Guitar Lesson,Louie Louie Easy Guitar Lesson | The Kingsmen,,Easy Beginner Songs,Playlist track
How to play Working Class Hero - John Lennon | Easy Guitar,How to play Yellow Submarine by The Beatles on guitar,,Easy Beginner Songs,Playlist track
How to play Feelin Alright by Joe Cocker/Traffic on guitar,How to play The Gambler by Kenny Rogers on guitar,,Easy Beginner Songs,Playlist track
American Pie - Don McLean (Songs Guitar Lesson BS-904) How to play,Fields Of Gold Easy Guitar Lesson | Sting,,Easy Beginner Songs,Playlist track
Have You Ever Seen The Rain | Easy Guitar Lesson,Going Down Slow - Blues Standard | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
Peggy Sue Easy Guitar Lesson | Buddy Holly,Wild Thing Easy Guitar Chords | The Troggs,,Easy Beginner Songs,Playlist track
How to play Trouble by Coldplay | JustinGuitar Original Lesson,Back To December by Taylor Swift | Easy Guitar Lesson,,Easy Beginner Songs,Playlist track
,You're Beautiful by James Blunt | Easy Guitar,,,
,Wanted Dead or Alive by Bon Jovi | Easy Guitar Lesson,,,
,Brown Eyed Girl Guitar Lesson | Van Morrison,,,
,How to play Common People by Pulp | Easy Guitar Lesson,,,
,Redemption Song by Bob Marley | Easy Guitar Lesson,,,
,Hurt by Johnny Cash | Easy Guitar Lesson,,,
